Song,Actual,TF-IDF,TF-IDF Error,Custom,Custom Err, ,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
My Last,2011,2003,8,2011,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,6.025865974,0,0.970213006,7.090231098,17.3228138,30.25368304,19.41962155,25.95666435,20.93574779,28.71838362,34.4801109,10.29647653,23.0898759,27.3252377,29.48546748,2.116055109,0,9.856806633,21.74380476,6.150744905,0,0,0
My Life,2012,1999,13,2010,2, ,0,0,0,0,5.364842549,11.91949195,6.460331167,0,0,0,3.977726892,8.727419894,6.555499129,3.581582294,1.878825698,28.95757872,39.4136525,37.89706294,64.5997644,67.49713356,52.67115279,60.18998627,36.35152073,36.15903406,22.51693091,17.98731278,18.75943027,6.357340032,20.17298795,0,17.05929118,17.36942757,64.06982786,0,0,6.555499129
My Life,2008,1998,10,2008,0, ,0,0,0,0,0,0,0,0,0,12.27545623,4.077957583,11.0624119,11.89063047,16.41993528,7.194207337,16.2864603,23.43576628,49.87331983,67.53834064,63.34136851,64.86794662,57.49092114,44.05331549,26.01945848,40.97991751,26.82194106,3.762174435,4.265633258,57.4973582,6.555499129,6.150744905,6.555499129,5.14891151,6.555499129,0,0
My Life Would Suck Without You,2009,1998,11,2012,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.653094922,12.44132644,9.545920603,22.19414432,6.305297526,4.517889436,6.783094672,0,4.722459273,6.489979484,6.066001887,0,0,0,0,0,0,6.460331167,0,0,0
My List,2002,1998,4,2002,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.19595851,9.887138445,8.396535895,23.96017413,37.10138346,26.00760613,36.35579633,17.54383762,23.02209332,12.43509404,3.516185818,2.544809653,0,0,0,0,0,0,0,0,0,0
My Little Girl,2006,1998,8,1980,26, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.29743279,17.50836553,22.95084826,33.65136135,17.76902103,17.19808011,5.8641985,0,7.725859304,0,0,0,0,0,0,0,0,0,0,0,0
My Little Secret,1998,1998,0,2005,7, ,0,0,0,0,0,0,0,5.250999092,0,0,0,0,0,14.17195834,1.43754193,10.74210408,3.625690205,8.969161547,40.37681996,12.98139414,10.8824135,10.59386501,2.782795633,0.944039044,0,8.616713598,0,0,0,0,6.0863485,0,0,0,0,0
My Love,2006,1998,8,1980,26, ,0,0,0,0,0,0,0,0,0,0,0,0,5.815125062,3.126951212,0,9.465657064,13.79352758,29.88921356,49.21048131,39.49520068,30.95573589,9.586865412,23.49841752,16.97181823,11.80778232,3.525255247,5.935290582,0,0,5.815125062,0,0,0,0,0,0
My Love Is Like... Wo,2003,1998,5,1994,9, ,0,0,0,0,0,0,0,0,0,5.056387338,0,0,0,4.973507848,8.782015625,10.48871406,4.044159433,12.54808036,22.05186056,12.57260403,8.075277288,10.19518182,7.744670028,7.20853226,3.624911919,5.250999092,0,0,4.358679271,5.173462509,0,0,5.013185232,0,0,0
My Love Is The Shhh!,1997,1998,1,1995,2, ,0,0,0,0,0,0,0,0,0,0,0,3.646643562,0,4.484977782,0,13.70879875,7.256757498,6.403961276,22.36718175,21.93311349,11.90237867,2.299607307,3.804700467,3.417726684,0,0,0,0,4.60404279,0,0,0,0,0,0,0
My Love Is Your Love,2000,1998,2,2009,9, ,0,0,0,0,0,0,0,0,0,0,0,0,4.787491743,4.391780051,1.380659345,5.674198548,13.49691757,21.89030621,26.3943178,21.90398504,16.48520452,7.823893034,5.552963413,3.121031573,4.305893376,0,0,0,0,6.025865974,0,0,0,0,0,0
My Love is The Shhh!,1997,1998,1,1995,2, ,0,0,0,0,0,0,0,0,0,0,0,3.646643562,0,4.484977782,0,13.70879875,7.256757498,6.403961276,22.36718175,21.93311349,11.90237867,2.299607307,3.804700467,3.417726684,0,0,0,0,4.60404279,0,0,0,0,0,0,0
My Name Is,1999,1999,0,1999,0, ,0,0,0,0,0,0,0,0,0,0,6.025865974,11.5167185,10.52864597,10.02425019,26.63770597,16.88725652,27.93276173,37.29879147,66.04552857,142.1223753,83.51750237,69.28388977,43.05529392,38.29899869,55.93560782,30.0739443,9.991748757,0,10.05183341,0,15.82948797,6.555499129,0,0,6.555499129,6.555499129
My Neck My Back,2002,1999,3,2012,10, ,0,0,0,0,0,0,0,0,0,4.754437768,0,0,0,0,6.0863485,4.321334485,4.663108048,12.37367249,27.50336561,28.92080228,12.30523774,18.56918172,14.92399162,9.657131161,2.303129966,4.4219343,0,0,0,0,0,0,6.555499129,0,0,0
My Next Thirty Years,2000,1998,2,2000,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,8.159879814,5.642055142,0,12.3057382,19.25006921,30.71647131,16.49215749,25.27092153,8.928495237,11.53037754,3.341471813,5.395472434,3.46780787,0,0,0,0,6.0863485,0,0,0,0,0
My Place,2004,1998,6,2004,0, ,0,0,0,0,0,0,0,0,0,0,0,4.932072972,5.034549944,0,3.511683627,6.809507833,9.582578603,34.6288693,39.25640325,35.42504777,23.53920761,20.93905887,14.58553834,9.196155695,33.51149342,0,1.317204171,0,0,0,0,0,0,0,0,0
My Sacrifice,2002,1998,4,2001,1, ,0,0,0,0,0,0,0,0,0,0,4.485964264,0,0,4.420370066,1.43754193,13.04995524,13.17452876,10.34749292,15.36773674,6.565086871,7.554413835,12.7246182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Songs Know What You Did In The Dark,2013,1998,15,2013,0, ,0,0,0,0,0,0,0,0,0,0,0,4.60404279,2.112406665,2.885809829,0,2.92244561,15.58826879,11.65191277,34.6822936,14.6116035,14.11913812,12.59534038,28.89805796,0.944039044,12.20173247,0,4.875338676,0,0,0,0,0,0,7.24793492,0,0
My Town,2002,1998,4,1980,22, ,0,0,0,0,0,0,0,0,0,0,3.710935556,0,0,0,0,0,0,0,3.944339023,1.327845737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Way,2015,1998,17,2015,0, ,0,0,0,0,0,6.555499129,0,0,0,0,9.429883793,0,0,3.72208632,0,0,5.634653763,25.25491126,35.68633388,29.33772775,20.83432081,23.99851563,26.52951666,23.92204252,17.64185406,11.31217939,7.567711064,4.236495656,2.116055109,0,0,11.61188647,5.101566627,0,5.395472434,20.3109949
My Way,1998,1998,0,1997,1, ,0,0,0,0,0,0,0,0,0,0,0,2.493963613,3.169494577,3.240596261,1.824668759,1.264431352,7.413103208,15.7905498,23.18650345,6.042635829,17.73036609,13.21869519,7.962538424,3.667594751,0,0,1.317204171,0,0,0,0,0,0,0,0,0
My Wish,2006,1998,8,1980,26, ,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42604352,8.630619989,1.428543263,20.32960068,21.30214187,31.75125041,18.67768044,11.28356695,3.678319757,2.737382574,0,0,0,0,0,0,0,0,0,0,0,0,0
Na Na,2014,1999,15,2002,12, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70488486,9.748165712,15.14251151,21.46211694,15.62118265,9.849167862,6.0863485,2.040316153,3.155159572,10.55287103,0,5.013185232,2.560360088,0,4.295671088,0,0,0,0,0
Naked,2005,1998,7,2005,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,5.395472434,9.620135846,3.708540521,5.285591262,20.08024185,39.5980608,24.06948059,24.83063993,15.6330297,19.23707203,4.661880515,7.554224712,5.034549944,1.317204171,4.722459273,0,0,0,0,0,0,0,0
Naked Eye,1997,1997,0,1997,0, ,0,0,0,0,0,0,5.768747041,0,0,0,0,0,0,3.381848093,5.688843972,4.383106336,8.003163016,37.11106043,31.20714666,19.17500395,8.421192039,11.30974454,4.410593913,3.520709624,0,0,5.395472434,0,0,0,0,0,0,0,0,0
Nasty,2015,2004,11,2004,11, ,0,0,0,0,6.460331167,5.768747041,6.460331167,0,0,0,0,0,0,8.920124099,4.821695393,2.704418649,1.482487236,13.61416414,24.35020763,16.94766473,29.28504182,18.00084229,12.13548533,14.34474753,30.18921871,14.59767307,14.93729917,4.226974106,4.676415197,11.63025012,6.555499129,0,0,0,10.71072644,28.99173968
Nasty Freestyle,2015,2002,13,2015,0, ,0,0,0,0,0,0,0,0,0,0,0,6.460331167,0,0,0,10.31250991,14.58715057,18.43557454,30.70664898,40.9474316,36.20499619,25.29978325,54.24475386,33.11610049,18.20407676,16.3811524,13.35415827,8.420014714,9.369050564,6.0863485,6.150744905,12.37062419,4.951734186,0,13.0158303,28.99173968
Nasty Girl,2006,2000,6,2006,0, ,0,12.12016143,0,0,0,0,0,0,0,0,0,5.768747041,0,6.555499129,20.59283188,13.33076848,14.812088,36.31281663,53.90332882,50.48160174,74.8766818,71.35165206,62.71964373,73.33789934,47.83466442,13.71123014,66.0764686,11.92255494,9.305836363,0,0,0,0,0,0,0
Naturally,2010,1998,12,1985,25, ,0,0,0,0,0,6.555499129,0,0,0,0,0,4.691489016,0,2.854512392,0,9.215044878,8.870129592,11.48726294,19.70398519,5.153108953,6.397021972,3.489489989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naughty Girl,2004,1998,6,1980,24, ,0,0,0,0,0,0,0,0,0,0,0,3.779884371,4.893889456,0,0,5.85289924,7.192092824,11.77469144,14.88676923,12.86357494,7.964056521,10.79394819,5.38181876,0,0.561100069,0,0,0,0,0,0,0,0,0,0,0
Need U Bad,2008,2008,0,2008,0, ,0,0,0,0,0,0,0,0,0,5.815125062,0,6.150744905,3.405613618,2.535613404,0,7.002138223,5.351515596,20.98617938,31.11427223,11.79137806,20.10368958,22.50435554,19.49236244,10.84130961,11.41008658,5.078718661,7.465028162,6.0863485,43.48760952,0,0,0,0,0,0,6.555499129
Need You Now,2010,1998,12,1980,30, ,0,0,0,0,0,0,0,0,0,0,0,0,5.768747041,0,3.144943105,2.199887695,6.899815833,10.89206752,15.25375766,13.81221145,9.277337789,3.109131641,6.939041578,0,0,2.234143478,3.264417845,0,0,0,0,0,0,0,0,0
Neighbors Know My Name,2010,2010,0,2010,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,10.77656949,6.925355183,0,9.177057025,13.76646408,23.63734199,27.67853192,14.5928712,26.99230162,8.611035943,7.086945465,0,1.151511399,1.317204171,5.013185232,0,6.555499129,31.6978621,0,0,0,0,0
Neon Light,2014,1998,16,1996,18, ,0,0,0,0,0,0,0,0,0,0,0,4.461553262,0,3.480757048,3.791876067,7.577822621,16.57101025,19.28276461,37.93032062,14.10720693,14.327381,11.57254343,8.850281775,8.147329842,3.13890649,0,0,0,6.025865974,0,0,0,0,0,0,0
Neon Lights,2014,1997,17,1980,34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,3.480757048,0,0,0.4901962,14.10515633,11.37324429,9.947979851,4.257417081,6.237307996,0,0,4.0246309,0,0,0,0,0,0,0,0,0,0,0
Never Again,2007,1998,9,1980,27, ,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0863485,0,9.79248636,17.8963473,17.45454559,27.96076707,17.85410048,15.09828805,7.218754493,11.92446094,3.377945263,0,4.932072972,0,0,0,0,0,0,0,0,0,0
Never Ever,1998,1998,0,1998,0, ,0,0,0,5.528436532,0,0,0,5.815125062,0,0,0,2.62554095,0,5.78295349,6.441906195,6.466995455,19.69857435,27.04584171,60.16940601,20.84335582,32.13208037,12.83056657,4.485964264,0,0,6.025865974,5.013185232,5.173462509,0,0,0,0,0,0,0,0
Never Gonna Let You Go,1999,1999,0,1980,19, ,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60292297,9.1568643,5.547520847,4.446660723,13.72611575,21.25845469,22.26128356,12.84332013,2.485644757,4.632334115,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Had A Dream Come True,2001,1998,3,1980,21, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2.265497405,1.380659345,6.728181193,13.8569994,22.75789907,31.49281356,7.111541165,4.296015973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Leave You - Uh Ooh Uh Oooh!,2003,1998,5,1980,23, ,0,0,0,0,0,0,0,0,0,5.564662302,0,0,0,1.726167762,0,0,12.13808209,13.0839184,27.9062238,8.627301624,11.81198204,15.22516397,1.339869923,0.944039044,0,3.58643136,0,0,0,0,0,0,0,0,0,0
Never Let You Go,2010,1998,12,2013,3, ,0,0,0,0,0,0,4.992273295,0,0,0,0,0,0,7.744173578,0,8.181865333,6.260478271,22.29048042,33.37120007,25.07864921,6.108966092,9.630761584,3.504323623,1.623369403,0,0,1.317204171,0,0,0,7.24793492,0,0,6.460331167,0,0
Never Let You Go,2000,1999,1,2000,0, ,0,0,0,0,0,0,0,0,5.364842549,0,0,0,0,4.618086411,1.380659345,2.707360277,9.459868284,13.81633373,21.13355368,28.00931957,17.77068708,3.339789184,0,11.56098342,0,2.479570527,0,0,0,0,0,0,0,0,0,0
Never Make A Promise,1997,1998,1,1980,17, ,0,0,0,0,0,0,0,0,0,0,0,4.485964264,2.994515317,5.224472518,0,13.78309415,12.77371999,23.94128346,29.01522798,18.49578967,9.512494098,1.35316455,0.991577848,0,2.187785202,0,0,0,0,0,0,0,0,0,0,0
Never Say Never,2011,1999,12,1996,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,4.691758124,4.077957583,11.2874306,19.43418056,30.63901257,30.28093111,37.35712623,26.13252789,20.05434526,8.898789485,27.29429415,5.395472434,7.688152071,4.951734186,0,2.088214627,0,7.24793492,0,0,0,0,0
Never Say Never,2009,1998,11,1980,29, ,0,0,0,0,0,0,0,0,0,0,0,0,3.332341863,0,0,9.843285541,4.078361958,10.63237105,10.93972642,7.805362539,6.862367541,0,6.249757706,1.318345222,0.561100069,0,0,0,0,0,5.056387338,0,0,0,0,0
Never Scared,2003,2003,0,2003,0, ,0,0,0,0,0,6.555499129,0,0,0,6.150744905,11.05814937,0,0,0,4.473682559,20.78408007,28.99372716,37.83235876,82.47511328,57.14174274,94.10070116,61.19664018,63.14244911,131.1928142,46.67292044,68.86501493,16.72399079,17.01578141,14.20015284,9.405578154,0,0,6.150744905,5.395472434,5.815125062,0
Never Wanted Nothing More,2007,1997,10,2007,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.439987297,9.19314737,36.4266667,36.28872065,23.18066725,27.17701296,13.12618736,3.274419159,11.76131728,11.5052529,0,0,16.81775552,3.999949994,0,0,0,0,0,0,0
New Divide,2009,1997,12,2009,0, ,0,0,0,0,0,6.460331167,0,0,0,0,0,0,0,4.875338676,9.065021915,8.756014732,18.29394416,20.8434854,19.8937722,19.15499461,17.23669222,6.018730914,9.398367514,0,0,5.33513134,0,0,0,13.33428342,0,0,0,0,0,0
New Flame,2014,1998,16,2014,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,5.084839899,6.459378007,3.417726684,8.234422581,15.84318479,36.80353781,17.44555854,15.65647327,14.92979552,13.66980547,12.6056303,1.83337762,18.62859476,10.9655314,4.189795024,0,0,6.0863485,6.555499129,0,0,35.54723881,0
New Soul,2008,1998,10,2009,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2.265497405,2.42835448,4.104145593,9.444705975,16.18447422,22.47951231,10.93648219,4.996976105,2.511564286,1.031858813,1.623369403,0,0,0,0,0,6.0863485,0,0,0,0,0,0
New York,2005,2004,1,2004,1, ,0,0,0,0,0,6.460331167,0,0,0,6.025865974,0,0,12.2370934,10.53645776,6.807738684,14.80775782,30.41081057,46.38116699,72.0397962,50.19586199,69.8223347,64.07713243,35.37684643,50.02322943,74.5015809,20.24587902,7.409943989,17.68298664,9.221024234,0,10.67112809,11.96586997,5.013185232,0,0,0
Next To Me,2013,2000,13,1987,26, ,0,0,0,0,0,0,0,6.555499129,0,0,0,0,0,5.124955551,3.262210689,10.13102841,9.727649466,12.81145841,23.77177506,8.287759973,29.64478691,11.02489405,14.71361845,2.639189596,0.561100069,6.748150433,0,0,9.337660549,0,0,0,0,7.24793492,0,0
Next To You,2011,1998,13,1980,31, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.748697759,3.576864089,10.54912457,15.4733093,24.12838542,8.338116463,1.600604216,1.310968416,0,0,7.610957753,0,0,0,0,0,0,0,0,0,0,0
Ni**as In Paris,2012,2003,9,2011,1, ,0,0,0,0,0,0,0,0,0,6.150744905,5.564662302,5.602260735,5.602260735,4.086116359,0,8.563921846,7.329859117,21.54073653,39.57039638,27.26329541,45.97659433,47.70311628,40.50362308,52.54060909,39.73902686,42.39724599,28.88339479,16.60850503,21.04490283,16.99169722,5.528436532,43.48760952,0,0,0,6.555499129
Nice,1998,1998,0,1998,0, ,0,0,0,0,0,0,0,0,0,0,0,0,4.54979841,0,0,11.10418659,1.011539141,14.80925817,44.16477487,36.49516847,25.12501727,12.98929775,9.176694624,14.26618553,1.83337762,4.03040079,0,0,0,0,0,0,0,0,0,0
Nice & Slow,1998,1998,0,1998,0, ,0,0,0,0,0,0,0,0,0,0,0,0,4.54979841,0,0,11.10418659,1.011539141,14.80925817,44.16477487,36.49516847,25.12501727,12.98929775,9.176694624,14.26618553,1.27227755,4.03040079,0,0,0,0,0,0,0,0,0,0
Night Changes,2014,1998,16,1980,34, ,0,0,0,0,0,0,0,0,0,0,0,2.934909345,0,4.145239547,0,9.904396038,12.21312918,21.04812261,25.58759525,24.69648818,7.981872446,11.24423577,11.61662373,5.250999092,0.561100069,4.804444923,0,0,0,0,0,0,0,0,0,0
Night Train,2013,1998,15,2000,13, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.676473731,2.287849054,9.767762361,25.05714106,26.27778029,13.82613413,17.80136738,14.07609168,9.943221907,2.075091818,2.988112741,0,4.358679271,4.485964264,0,0,0,0,0,0,0,0
No Air,2008,1998,10,1980,28, ,0,0,0,0,0,0,0,0,0,0,0,0,6.150744905,0,0,2.049493695,7.399820776,13.15557175,30.40850798,13.07460273,14.95908318,1.159320608,3.860659998,3.267871518,0.561100069,0,5.210839985,0,0,0,0,0,0,0,0,0
No Better Love,2004,2004,0,2004,0, ,0,0,0,0,0,0,0,5.815125062,0,0,0,0,0,1.605461764,9.369401267,2.254547987,13.88323016,42.41012285,66.83203681,40.35061058,26.32283125,39.51713048,6.565953748,48.14939454,97.97426599,29.719823,1.881507457,5.528436532,5.815125062,0,0,0,6.555499129,0,0,0
No Boundaries,2009,1997,12,2011,2, ,0,0,0,0,0,0,0,0,0,0,0,4.326665728,2.839266224,0,0,6.792552313,20.51300337,31.35691771,29.9712464,22.31284936,16.86100428,3.207596233,3.694450499,5.103810701,0,0,0,0,0,7.24793492,0,6.555499129,0,0,0,0
No Flex Zone,2014,2014,0,2014,0, ,0,0,0,0,0,0,0,0,5.815125062,0,0,0,5.459727348,5.768747041,0,9.113172843,4.67184695,15.21905537,44.82457417,28.86899344,50.83847102,50.63974791,55.77956955,17.66281453,14.73375626,12.12770618,2.660074099,9.878828442,9.020691255,11.25981101,11.45119105,0,0,5.306285536,86.28278325,0
No Hands,2010,2010,0,2010,0, ,0,0,0,0,0,0,0,0,0,0,0,0,2.401918901,5.602260735,0,7.615367865,21.99883356,45.07007207,52.77498164,45.92457493,45.23169381,32.94683458,56.88567733,32.41809298,38.17853123,30.80543528,12.55507799,6.0863485,17.34516704,10.76883132,75.77545852,5.863773211,11.53749408,6.0863485,0,0
No Hands,2011,2010,1,2010,1, ,0,0,0,0,0,0,0,0,0,0,0,0,2.401918901,5.602260735,0,7.615367865,21.99883356,45.07007207,52.77498164,45.92457493,45.23169381,32.94683458,56.88567733,32.41809298,38.17853123,30.80543528,12.55507799,6.0863485,17.34516704,10.76883132,75.77545852,5.863773211,11.53749408,6.0863485,0,0
No Hurry,2012,1998,14,2004,8, ,0,0,0,0,0,0,0,0,0,0,0,0,0,5.585212895,5.759431252,12.20170701,11.25210242,26.87922005,35.91350213,19.98133222,8.424612247,11.32342741,11.07864596,5.190150495,10.47635624,6.318754146,0,0,3.498304756,0,0,0,0,0,0,0
No Letting Go,2003,1998,5,2003,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43754193,6.565527592,6.391055535,10.13357016,23.92774212,9.578576057,3.815687256,3.611056503,0,19.3897593,0,6.555499129,0,0,0,0,0,0,0,0,0,0
No Lie,2012,2001,11,2012,0, ,0,0,0,0,0,0,0,0,0,0,0,5.306285536,8.44152696,6.555499129,6.150744905,6.365685441,12.31890078,26.68768582,49.32311591,48.17310016,33.27739728,49.90151443,31.0995222,35.16491413,36.80005265,21.44118606,6.150744905,13.17608101,11.51482409,5.768747041,11.75413781,0,49.30273458,0,0,0
No Love,2010,2010,0,2010,0, ,0,0,0,0,0,6.460331167,0,0,0,0,0,11.91949195,5.427079339,10.53075805,7.740337284,6.237338045,19.46527322,67.14472753,82.6760547,82.07943883,51.9056627,66.12844185,36.99513322,40.26084145,34.25630163,35.31916389,8.341838624,6.853094389,13.23554583,0,94.22315397,5.602260735,0,6.150744905,0,5.863773211
No Mediocre,2014,2000,14,2014,0, ,0,0,0,0,0,0,0,0,6.555499129,0,0,0,0,0,3.257548893,1.053193198,3.693996803,9.476289291,52.05168443,27.66360552,80.11932076,39.4823151,27.9349938,35.39315967,33.25687845,26.98950168,10.13469618,2.39414874,12.16736122,0,5.250999092,6.555499129,6.025865974,6.555499129,40.41307809,0
No More,2000,1998,2,2000,0, ,0,0,0,0,0,0,0,0,0,0,3.343535293,0,0,4.145239547,0,5.705316651,4.663061017,18.38324991,37.17117437,26.24636264,26.62830775,14.99104032,15.92539116,26.95081654,6.025865974,14.89681816,6.460331167,0,2.088214627,0,0,0,0,0,0,0
No More (Baby I'ma Do Right),2001,2000,1,2000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.660074099,2.971632698,10.90993644,12.52102566,34.19786181,25.70267034,55.93456445,17.52658362,12.28386023,14.82082056,4.959302038,5.395472434,1.317204171,0,0,0,0,0,0,0,5.863773211,0
No More Drama,2002,1998,4,1980,22, ,0,0,0,0,0,0,0,0,0,0,4.127975546,0,3.46780787,0,8.303892499,2.777491494,13.89440676,22.21807576,34.02550627,20.75278916,10.38550552,19.06677704,1.031858813,3.194719735,3.020560378,0,0,0,5.395472434,0,0,0,0,0,0,0
No New Friends,2013,2013,0,2013,0, ,0,0,0,0,0,0,0,0,0,6.0863485,5.528436532,0,0,0,0,3.886949368,14.87553672,22.62726556,39.91591727,33.19841001,35.01935045,41.09213453,31.15474257,43.93853855,16.87437836,15.44194702,8.44971072,4.236495656,0,3.9488719,15.93254241,0,10.38724056,48.61256507,0,6.555499129
No One,2007,1997,10,1980,27, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.918242414,5.641063476,7.890251007,15.1204818,13.86303648,6.009763484,3.459978214,1.264951029,7.896955122,0,0,0,0,0,0,0,0,0,0,0,0,0
No Pigeons,1999,1999,0,1999,0, ,0,0,0,0,6.460331167,0,0,0,0,0,11.62812671,11.57782424,5.427079339,11.61982467,0,19.57641422,32.69190934,47.27134865,63.65891792,218.4175409,76.65356723,105.9647098,50.47865679,43.50454344,28.41118998,21.85258302,16.58505654,11.18002983,16.71648248,5.101566627,5.427079339,0,0,6.555499129,0,6.460331167
No Place That Far,1999,1998,1,1980,19, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1.605461764,0,12.89282462,5.489059558,8.853877332,27.457635,9.5033137,7.992630893,8.887185549,0,2.198872129,0,0,0,0,0,0,0,0,0,0,0,0
No Problem,2004,2000,4,2006,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.953394387,8.073350478,16.02352503,27.1118513,23.77611178,30.02174058,28.35013149,23.45952609,13.61415952,25.33080876,15.03559594,16.2842537,0,10.08911597,5.364842549,0,0,0,0,0,0
No Scrubs,1999,1998,1,1980,19, ,0,0,0,0,0,0,0,0,0,0,0,3.985077792,0,0,0,0,9.404499529,8.966419652,28.30146145,7.118931817,15.27795512,8.063383951,12.38742614,2.311996624,6.096403755,10.24116858,3.511683627,0,0,0,0,0,0,0,0,0
No Shoes No Shirt No Problems,2003,1999,4,2010,7, ,0,0,0,0,0,0,0,0,0,0,0,0,2.77472776,0,0,8.078015664,4.194324558,9.480853971,13.52139993,22.31128628,14.4414526,10.27106734,14.81205862,20.16238515,7.41352483,0,0,0,4.821695393,0,5.724437254,0,0,0,0,0
No Sleep,2011,2001,10,2011,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.800653428,4.973640169,6.167895655,20.96197927,23.18782805,13.33165878,30.59345031,20.02173712,14.30753223,8.737970741,12.49052495,6.172917568,3.963191292,0,0,3.636338845,7.24793492,0,0,0,0
No Such Thing,2002,1991,11,1980,22, ,0,0,0,0,0,0,0,0,0,0,4.533297062,6.589900211,1.991323902,0,0,1.336030468,2.099967765,0.8624516,1.725666254,0.763128908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Surprise,2009,1998,11,2009,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.061027385,7.335607653,10.71403191,32.49259123,34.15882248,17.26865701,7.42906258,1.310968416,9.242697561,1.623369403,3.920857109,0,0,0,0,7.24793492,0,0,0,0,0,0
No Tengo Dinero,1997,1997,0,1997,0, ,0,0,0,6.460331167,0,0,0,0,0,0,0,0,11.00787577,3.089141054,3.860659998,0.99723272,7.432407754,40.64534423,34.12762219,28.57827039,25.23703071,15.22735277,27.34381112,7.601542563,6.555499129,12.34610724,0,0,4.691489016,0,0,0,0,0,0,0
No Time,1997,1996,1,1996,1, ,0,0,0,0,0,0,6.150744905,5.641339534,0,0,0,11.67889827,6.460331167,12.64184763,4.60404279,22.80124297,95.15283603,43.21634536,38.54469195,52.59445601,80.27424437,66.57929506,52.24584111,26.65503021,20.05132284,27.97072331,4.855713397,11.59291831,0,0,11.80649822,0,0,0,6.460331167,0
No Type,2014,2000,14,2013,1, ,0,0,0,0,0,0,5.528436532,0,0,0,0,0,0,0,8.742952981,0,9.420613026,7.373720365,23.7503222,18.96429307,28.64352173,15.74485237,20.75030134,23.85273256,5.474854835,10.28599548,11.86732465,8.435180679,0,0,0,0,6.555499129,6.555499129,7.24793492,0
No Worries,2013,2012,1,2012,1, ,0,0,0,0,0,0,0,0,0,0,5.528436532,0,0,0,5.564662302,16.89041712,25.25199568,11.70850211,37.47085577,42.42027982,42.2011194,51.5749845,15.07284672,13.31653882,17.52313903,8.9147527,6.6689992,2.39414874,26.21116245,5.427079339,4.738318441,6.0863485,76.71584486,0,0,0
No No No,1998,1997,1,1997,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380659345,7.199791116,9.351480701,52.32554902,47.89270109,18.86345634,33.20448009,14.40975395,12.65946045,8.327262968,7.667610859,0,0,0,0,0,0,0,0,0,0,0
Nobody Does It Better,1998,1998,0,1998,0, ,0,0,0,0,6.0863485,0,0,0,0,0,0,0,0,14.71646002,0,2.406854216,12.02243547,31.62347477,63.88981372,47.09694693,21.91960558,39.31443742,15.67490419,18.80431339,15.10405564,4.389445949,0,0,0,0,0,0,0,0,0,0
Nobody Else,1998,1998,0,1993,5, ,0,0,0,0,0,0,0,0,0,0,0,0,0,6.150744905,0,0,2.268886498,12.05291139,19.98550419,6.283596382,18.31927602,12.63887734,10.55804152,4.083090767,11.08427279,5.815125062,0,0,0,0,0,0,0,0,0,0
Nobody Wants To Be Lonely,2001,1998,3,1980,21, ,0,0,0,0,0,0,0,0,0,0,0,3.854198735,4.992273295,9.380390717,2.716465398,2.725990275,9.281129485,14.98951281,20.45652298,10.63055017,6.39051517,3.835072287,5.602260735,3.220655063,0,0,0,0,0,0,0,0,0,0,0,0
