Song,Year,Complex Narc
Talking In Your Sleep,1984,11.45454545
Tall Cool One,1988,2.456140351
Talladega,2015,-5
Tambourine,2007,-1.562043796
Tapout,2013,2.594594595
Tapout,2013,2.594594595
Tarzan Boy,1986,0
Tasty Love,1986,17.69444444
Tattoo,2007,5.652173913
Tattoos On This Town,2011,-22.125
Tbe Best Things In Life Are Free,1992,7.424242424
Teach Me How To Dougie,2010,12.1875
Teacher Teacher,1984,-1.5
Team,2014,0
Teardrops On My Guitar,2008,2.803921569
Tears,1984,7.577777778
Tears In Heaven,1992,2.236842105
Teenage Dream,2010,8.242424242
Teenage Dream,2010,8.5
Telefone (Long Distance Love Affair),1983,1.018867925
Telephone,2010,16.36363636
Telephone,2010,20.02222222
Tell Her,2001,1.83908046
Tell Her About It,1983,0
Tell Her No,1983,3.888888889
Tell It Like It Is,1981,1.96969697
Tell It To My Heart,1988,17.31343284
Tell Me,2006,15.70588235
Tell Me,1996,25.98809524
Tell Me,1995,18.10588235
Tell Me (I'll Be Around),1996,9.369369369
Tell Me (What's Goin' On),2003,26.23809524
Tell Me Baby,2006,2.892857143
Tell Me It's Real,1999,9.413793103
Tell Me Something,1990,0.692307692
Tell Me Tomorrow,1982,23.28767123
Tell Me What You Dream,1993,5.68627451
Tell Me What You Want Me To Do,1992,18.35443038
Tell Me When,1995,11.8125
Tell Me When To Go,2006,32.64516129
Tell Me Why,1990,7.605633803
Temperature,2006,5.826086957
Temple Of Love,1991,0.56097561
Temporary Home,2010,-1.655172414
Temptation,1991,2.5
Tempted,1981,2.307692308
Tempted To Touch,2004,1.907216495
Ten Rounds With Jose Cuervo,2002,3.214285714
Tender Is The Night,1983,-2.727272727
Tender Kisses,1991,3.58974359
Tender Love,1986,4.875
Tender Lover,1990,-3.535714286
Tender Years,1985,1.5
Tenderness,1985,0.428571429
Tennessee,1992,22.19178082
Tennessee Whiskey,2015,0.888888889
Tequila,1992,0.430769231
Tequila Makes Her Clothes Fall Off,2005,0.137931034
Tha Crossroads,1996,-9.024793388
Thank God I Found You,2000,4.184615385
Thank U,1998,1
Thank You,1995,4.254716981
Thank You,2001,9.756097561
Thanks For My Child,1988,12.41025641
That Ain't Love,1987,6.117647059
That Don't Impress Me Much,1999,11.34328358
That Girl,2006,6.818181818
That Girl,1996,4.085106383
That Girl,1982,-1.5
That Girl Could Sing,1980,0.470588235
That Old Song,1981,4.333333333
That Thing You Do!,1996,2.341463415
That Was Then This Is Now,1986,4.222222222
That Was Yesterday,1985,5.351351351
That Way,2011,2.423076923
That'd Be Alright,2003,0
That's All,1984,8.055555556
That's All She Wrote,2010,21.98393574
That's Love,1983,0.5
That's My Kind Of Night,2013,3.789473684
That's Not My Name,2009,36.69512195
That's That,2006,5.025974026
That's That S***,2006,4.756756757
That's The Way,2000,0.967741935
That's The Way,1989,-9.8
That's The Way It Is,2000,0.274509804
That's The Way Love Goes,1993,6.136363636
That's What Friends Are For,1985,0.448275862
That's What Friends Are For,1986,0.818181818
That's What It's All About,2004,0
That's What Love Can Do,1993,-4.744186047
That's What Love Is All About,1987,-20.53333333
That's What Love Is For,1991,-35.45454545
That's What Love is For,1991,-35.45454545
That's When I Love You,2002,0
That?s What Love Can Do,1993,-4.744186047
The 13th,1996,1.959183673
The A Team,2013,-6.181818182
The A Team,2013,-6.181818182
The Adventures Of Rain Dance Maggie,2011,1.028571429
The Angel Song,1989,0
The Animal Song,1999,6.766666667
The Anthem,2003,3.862068966
The Anthem,2008,4.451612903
The Arms Of Orion,1989,1.421052632
The Arms Of The One Who Loves You,1998,1.03125
The Authority Song,1984,0.923076923
The Baby,2003,0.6
The Ballad Of Jayne,1990,0
The Beach Boys Medley,1981,9.84375
The Beatles Movie Medley,1982,3.48
The Belle Of St. Mark,1984,1.896551724
The Best,1989,1.428571429
The Best Day,2000,4.615384615
The Best Of Times,1981,0.4
The Best Things In Life Are Free,1992,0.666666667
The Big Money,1986,0
The Bird,1985,0
The Blower's Daughter,2014,6.5
The Blues,1990,21.13207547
The Bomb! (These Sounds Fall Into My Mind),1995,12
The Boomin' System,1990,6.027777778
The Border,1983,0.047619048
The Borderlines,1985,5.142857143
The Boss,2008,1.595744681
The Boy Is Mine,1998,4.228915663
The Boys Of Fall,2010,0
The Boys Of Summer,1985,2.131147541
The Boys Of Summer,2003,2.166666667
The Breakup Song,1981,0
The Business,2008,14.36065574
The Captain Of Her Heart,1986,0
The Catalyst,2010,6.805555556
The Cave,2011,7.677419355
The Chain Of Love,2000,2.24
The Christmas Shoes,2001,0.869565217
The Christmas Song (Chestnuts Roasting On An Open Fire),2000,0
The Christmas Song (Merry Christmas To You),2014,0
The Clapping Song,1983,0.853658537
The Climb,2009,0.5625
The Climb,2009,0.727272727
The Closer You Get,1983,0
The Colour Of Love,1988,0.477272727
The Cowboy In Me,2002,0.9
The Crying Game,1993,0.333333333
The Cup Of Life,1999,-4.655172414
The Curly Shuffle,1984,-1.5
The Day That Never Comes,2008,0
The Day The World Went Away,1999,0
The Deeper The Love,1990,2.428571429
The Devil Came Up To Michigan,1991,0.346153846
The Diary Of Jane,2006,4.871794872
The Doctor,1989,3.692307692
The Dream,1984,0.541666667
The Dream Is Still Alive,1991,0.46875
The Earth The Sun The Rain,1996,4.463157895
The Edge Of Glory,2011,-2.782608696
The Edge Of Heaven,1986,7.075268817
The End Of The Innocence,1989,0
The Fanatic,1983,0.45
The Fighter,2012,5.072727273
The Final Countdown,1987,-4.5
The Finer Things,1987,13.09090909
The Finest,1986,6
The First Cut Is The Deepest,2004,3.657142857
The First Day Of Summer,1984,-8.409090909
The First Night,1998,5.354330709
The First Time,1991,-3.142857143
The Flame,1988,1.5
The Fox,2013,-1.466666667
The Freshmen,1997,-5.129032258
The Future's So Bright I Gotta Wear Shades,1986,0.5
The Future's So Bright I Gotta Wear Shades,1986,0.5
The Game Of Love,2002,6.4
The Ghetto,1991,7.235294118
The Girl I Used To Know,1990,1.75
The Girl Is Mine,1983,2.962962963
The Glamorous Life,1984,0.288461538
The Good Stuff,2002,0.795918367
The Goonies 'R' Good Enough,1985,5.76
The Great Escape,2007,-19.36363636
The Great Escape,2007,-21.31818182
The Hand That Feeds,2005,-1.516666667
The Hanging Tree,2014,-9.230769231
The Hardest Thing,1999,8.235294118
The Heart Of Rock 'N' Roll,1984,0
The Heart Of The Matter,1990,2.911764706
The Heart Wants What It Wants,2014,2.206896552
The Heat Is On,1985,5.142857143
The Hills,2015,6.746987952
The Honeythief,1987,3.333333333
The House That Built Me,2010,4.040816327
The Humpty Dance,1990,7.505154639
The Impossible,2002,1.548387097
The Itch,2000,2.068181818
The Jump Off,2003,5.641791045
The Kid's American,1984,0
The Lady In Red,1987,5.538461538
The Language Of Love,1984,-21.17073171
The Last Mile,1989,4.666666667
The Last Song,1992,2.195121951
The Last Time I Made Love,1984,0.916666667
The Last Worthless Evening,1989,1.14893617
The Lazy Song,2011,0
The Legend Of Wooley Swamp,1980,0.771929825
The Light,2000,3.464646465
The Little Girl,2000,0.413793103
The Living Years,1989,-6.785714286
The Loco-Motion,1988,1.636363636
The Long Goodbye,2002,0.452380952
The Long Run,1980,-9.818181818
The Longest Time,1984,3.166666667
The Look,1989,0.315789474
The Look Of Love,1983,0.774193548
The Love In Your Eyes,1989,4.756756757
The Love Parade,1986,0
The Lover In Me,1989,9.397260274
The Lucky One,1984,0
The Man,2014,4.235294118
The Man I Want To Be,2010,1.195121951
The Memory Remains,1997,0.5
The Middle,2002,0
The Monster,2013,8.206896552
The More You Ignore Me The Closer I Get,1994,1.666666667
The Morning Papers,1993,-5
The Most Beautiful Girl In The World,1994,0.5
The Most Beautifullest Thing In This World,1994,0.955223881
The Motown Song,1991,-4.269230769
The Motto,2012,-1.613636364
The Mummer's Dance,1998,-4.285714286
The Mummers Dance,1998,-4.285714286
The Mummers' Dance,1998,-4.285714286
The Next Episode,2000,4.097560976
The Next Time I Fall,1986,1.111111111
The Night,1983,3.333333333
The Night Is Still Young,1985,0
The Night Is Still Young,2015,-16.63636364
The Night Owls,1981,0
The Old Man Down The Road,1985,0
The Old Songs,1981,0
The One,2000,2.212765957
The One,1992,-1.730769231
The One,2002,2.321428571
The One And Only,1991,3.851851852
The One I Gave My Heart To,1997,18.66666667
The One I Love,1987,0.6
The One That Got Away,2012,-13.26315789
The One That You Love,1981,0.568627451
The One Thing,1983,2.619047619
The One You Love,1982,0
The Only Exception,2010,3.272727273
The Only Exception,2010,2.133333333
The Only Way I Know,2013,-4.392857143
The Other Guy,1983,-4.782608696
The Other Side,1990,-1.5
The Other Side,2013,0
The Other Side Of The Door,2009,2.507462687
The Other Woman,1982,2.37254902
The Party Continues,1998,2.696629213
The Party's Over,1981,0.318181818
The Perfect Drug,1997,3.379310345
The Place Where You Belong,1994,14.34782609
The Pleasure Principle,1987,3.818181818
The Politics Of Dancing,1984,0
The Power,1990,11.63636364
The Power Of Good-Bye,1998,0.56
The Power Of Love,1994,2.1
The Power Of Love,1985,0
The Pretender,2007,0
The Prisoner,1989,6
The Promise,1988,2.179487179
The Promise Of A New Day,1991,0
The Rain,1986,3.5
The Real Love,1991,1.896551724
The Real Slim Shady,2000,3.555555556
The Reason,2004,1.76744186
The Reflex,1984,0.875
The Rhythm Of The Night,1995,7.071428571
The Riddle,2006,0.978723404
The Right Kind Of Love,1993,4.148148148
The Right Stuff,1988,3.342857143
The Right Thing,1987,2.709677419
The River,2007,8.142857143
The River Of Dreams,1993,1.161290323
The Rose,1980,0
The Safety Dance,1983,-38.52459016
The Salt In My Tears,1983,3.707317073
The Search Is Over,1985,1.846153846
The Search Is Over,1985,3.846153846
The Secret Garden,1990,3
The Secret Of Life,1999,0
The Seduction,1980,NaN
The Shoop Shoop Song (It's In His Kiss),1991,0.146666667
The Show Goes On,2011,4.315068493
The Sign,1994,3.566037736
The Sign Of Fire,1984,1.111111111
The Smile Has Left Your Eyes,1983,1.333333333
The Sound Of Your Voice,1991,2.972972973
The Space Between,2001,-3.923076923
The Star Spangled Banner,2001,-3.75
The Story Of Us,2010,-1.476190476
The Stroke,1981,3.705882353
The Sun Always Shines On T.V.,1986,9.043478261
The Super Bowl Shuffle,1986,4.875
The Sweet Escape,2007,6.794520548
The Sweetest Days,1995,-2.666666667
The Sweetest Taboo,1986,7.677419355
The Sweetest Thing,1982,1.24137931
The Theme From Hill Street Blues,1981,NaN
The Theme From The Greatest American Hero,1981,2.558139535
The Things That You Do,1996,12.88
The Tide Is High,1981,3.3
The Time (Dirty Bit),2010,1.825396825
The Time Of My Life,2008,8.757575758
The Truth,2010,1.159090909
The Truth,1991,1.428571429
The Twist,1988,0.59375
The Unforgiven,1992,1.081081081
The Valley Road,1988,0.19047619
The Voice,1981,6.433962264
The Voice Within,2004,0
The Waiting,1981,1.05
The Wanderer,1980,1.25
The War Song,1984,-1.5
The Warrior,1984,1.043478261
The Way,2013,10.36363636
The Way He Makes Me Feel,1983,1.555555556
The Way I Am,2007,3.352941176
The Way I Are,2007,3.870588235
The Way I Feel About You,1992,2.921052632
The Way I Live,2007,2.382352941
The Way It Is,1986,0
The Way She Loves Me,1994,14.8
The Way That I Love You,2008,-9.570247934
The Way To Your Heart,1989,5.193548387
The Way You Do The Things You Do,1990,1.5
The Way You Do The Things You Do/My Girl,1985,2.014925373
The Way You Love Me,2001,6.981481481
The Way You Love Me,1989,7.35
The Way You Make Me Feel,1988,-1.5
The Way You Move,2004,5.743589744
The Whole World,2002,2.258064516
The Wild Boys,1984,0
The Winner Takes It All,1981,2.260869565
The Woman In Me,1983,12.90566038
The Woman In You,1983,9.660377358
The Woman With You,2004,0.461538462
The Word Is Out,1985,-3.214953271
The World,2006,3
The World I Know,1996,1.774193548
The World I Know,2008,0
The World's Greatest,2002,1.866666667
The Worst,2014,2.709677419
The Zephyr Song,2002,5.210526316
Theme From Magnum P.I.,1982,NaN
Theme From Mission: Impossible,1996,0
Theme From Mission:Impossible,1996,0
Theme From New York New York,1980,0
Theme From The Dukes Of Hazzard,1980,2.571428571
Themes From E.T.,1982,NaN
Then,2009,2.947368421
Then The Morning Comes,2000,0
There Goes My Baby,1984,0.214285714
There Goes My Baby,2010,12.88636364
There Goes My Life,2003,6.634146341
There Is No Arizona,2001,0
There It Go! (The Whistle Song),2006,2.979166667
There Must Be An Angel,1985,3.428571429
There She Goes,2001,0.694444444
There She Goes,1999,2.941176471
There She Goes,1991,1.894736842
There Will Never Be Another Tonight,1992,-1.5
There You Go,2000,9.488372093
There You Have It,1999,2.929577465
There You Have It,1999,2.929577465
There You'll Be,2001,13.65
There'll Be Sad Songs (To Make You Cry),1986,2.769230769
There's Nothing Better Than Love,1987,2.941176471
There's The Girl,1988,0.489795918
There's Your Trouble,1998,0
These Are My People,2007,-16.13333333
These Are The Times,1999,-5.46031746
These Boots Are Made For Walkin',2005,3.666666667
These Days,2002,-3.111111111
These Dreams,1986,2.894736842
These Words,2005,5.689655172
They Don't Care About Us,1996,-1.5
They Don't Know,1998,5.865853659
They Don't Know,1998,5.865853659
They Don't Know,1984,-1.509433962
They Like It Slow,1997,0.945652174
They Want EFX,1992,5.887323944
Thieves In The Temple,1990,7.135135135
Things Can Only Get Better,1985,-7.5
Things That Make You Go Hmmmm...,1991,7.730769231
Things'll Never Change/Rapper's Ball,1997,0.736842105
Think,1990,0
Think About Me,1980,4.351351351
Think I'm In Love,1982,4.090909091
Think Of Laura,1984,-1.78
Thinkin Bout You,2012,3.333333333
Thinkin' 'Bout It,1998,2.835820896
Thinkin' Back,1992,-18.8372093
Thinkin' Problem,1994,0.925925926
Thinking Of You,2009,1.416666667
Thinking Of You,1989,2.537313433
Thinking Of You,1997,2.892857143
Thinking Of You,1997,2.892857143
Thinking Out Loud,2015,4.358490566
Third Time Lucky,1980,1.212121212
Thirty-Three,1997,6.147058824
This Afternoon,2010,2.9
This Ain't A Love Song,1995,0.653061224
This Ain't A Scene It's An Arms Race,2007,0
This Could Be The Night,1986,0.882352941
This Could Be Us,2015,0
This D.J.,1994,3.461538462
This Gift,2000,4.245283019
This House,1991,-13.725
This I Promise You,2000,3.130434783
This Is For The Lover In You,1996,2.347826087
This Is For The Lover In You,1996,2.347826087
This Is How We Do,2014,-5.869565217
This Is How We Do It,1995,-23.4025974
This Is How We Roll,2014,-29.85714286
This Is How We Roll,2014,-29.85714286
This Is It,1980,0.837209302
This Is Me,2008,6.428571429
This Is Me,2001,10.90909091
This Is My Now,2007,3.184210526
This Is Not America,1985,1.333333333
This Is Ponderous,1991,2.666666667
This Is The Night,2003,3.724137931
This Is The Right Time,1990,0.444444444
This Is The Time,1987,-2.833333333
This Is Why I'm Hot,2007,4.77037037
This Is Your Night,1997,1.777777778
This Kiss,1998,10.26315789
This Lil' Game We Play,1995,0
This Little Girl,1981,0.651162791
This Love,2004,3.487804878
This Man Is Mine,1982,0.424242424
This Old Heart Of Mine,1990,5.263157895
This One's For The Children,1990,-4.285714286
This One's For The Girls,2003,0
This Summer's Gonna Hurt...,2015,0.111111111
This Time,1983,-1.5
This Time,1980,2.117647059
This Time Around,2000,-19.46153846
This Time I Know It's For Real,1989,1.714285714
This Used To Be My Playground,1992,-1.342105263
This Woman,1984,5.084745763
Thnks Fr Th Mmrs,2007,2.105263158
Thoia Thoing,2003,2.354545455
Thong Song,2000,0.27027027
Thought I'd Died And Gone To Heaven,1992,-1.5
Three Little Pigs,1993,1.30952381
Three Little Pigs,1993,5.746478873
Three Times In Love,1980,0
Three Wooden Crosses,2003,-2.95
Thrift Shop,2013,4.230769231
Thriller,1984,0.837209302
Thriller/Heads Will Roll,2011,0.341463415
Through Glass,2007,0.452830189
Through The Storm,1989,-25.98214286
Through The Wire,2004,5.090909091
Through The Years,1982,1.837837838
Throw It In The Bag,2009,1.813186813
Throw Some D's,2007,4.2
Throw Sum Mo,2015,2.130434783
Throw Your Set In The Air,1995,0.533333333
Throwing It All Away,1986,0.34
Thug Lovin',2002,13.10526316
Thuggish Ruggish Bone,1994,11.11538462
Thugz Mansion,2002,0.538461538
TiK ToK,2010,1.985294118
Tic-Tac-Toe,1990,2.379310345
Ticks,2007,0.525
Tie Me Down,2010,14.82352941
Tied Up,1983,0.75
Till I Loved You,1988,3.428571429
Till I Loved You,1988,3.428571429
Till The World Ends,2011,0.886363636
Tim McGraw,2007,8.696969697
Timber,2014,0.517241379
Time,1983,4.631578947
Time,1996,6.361702128
Time,1981,4
Time After Time,1984,3.638297872
Time After Time,1998,4.3125
Time After Time,1990,3.888888889
Time And Chance,1993,1
Time And Tide,1988,-7.352941176
Time For Letting Go,1990,0.733333333
Time For Miracles,2009,0.3125
Time Is Love,2012,2.4
Time Is Time,1981,9.375
Time Of Our Lives,2015,3.9375
Time Out Of Mind,1981,0.5
Time Will Reveal,1984,1.682926829
Time Love And Tenderness,1991,0
Tipsy,2004,2.031746032
Tired of Toein' the Line,1980,3.75
Titanium,2012,1.739130435
Titanium,2012,1.739130435
To All The Girls I've Loved Before,1984,3.555555556
To Be A Lover,1986,3.625
To Be With You,1992,2
To Live And Die In L.A.,1985,-1.622641509
To Love Somebody,1992,1.826086957
To Make You Feel My Love,1997,3.333333333
To The Moon And Back,1998,1.837837838
Today Was A Fairytale,2010,5.263157895
Toes,2009,9.444444444
Together,1981,-7.909090909
Together Again,1998,6.91954023
Together Forever,1991,-1.361111111
Together Forever,1988,0.551020408
Tom Ford,2013,2.045454545
Tom Sawyer,1981,0
Tom's Diner,1990,0.545454545
Tomorrow,2011,1.5
Tomorrow Doesn't Matter Tonight,1986,0.954545455
Tomorrow People,1988,0.945454545
Tongue Tied,2012,7.892857143
Tonight,2008,-5.2
Tonight,1984,3.692307692
Tonight,1990,-11.4
Tonight (I'm Lovin' You),2011,8.5
Tonight I Celebrate My Love,1983,0
Tonight I Wanna Cry,2006,6.8
Tonight I'm Yours,1982,12.69767442
Tonight Is The Night,2012,-3.454545455
Tonight It's You,1985,2.403846154
Tonight Looks Good On You,2015,2.083333333
Tonight She Comes,1986,3.046875
Tonight The Heartache's On Me,1999,5.142857143
Tonight Tonight,2011,3.051282051
Tonight Tonight,1996,0
Tonight Tonight Tonight,1987,6.048387097
Tonite,1991,3.069767442
Tonite's Tha Night,1996,2.333333333
Too Bad,2002,-7
Too Blind To See It,1992,3.5
Too Close,2012,1.285714286
Too Close,1998,1.834862385
Too Funky,1992,4.4
Too Gone Too Long,1997,8.210526316
Too Hot,1996,-4.396551724
Too Hot,1980,-11.25
Too Late For Goodbyes,1985,2.25
Too Late To Say Goodbye,1990,0.363636364
Too Late Too Soon,1997,0.916666667
Too Little Too Late,2006,6.365591398
Too Many Walls,1991,-7.435897436
Too Much,1998,11.45454545
Too Much Information,1993,6.039215686
Too Much Of A Good Thing,2004,1
Too Much Passion,1992,2.634146341
Too Much Time On My Hands,1981,14.76923077
Too Shy,1983,0
Too Tight,1981,1.153846154
Tootsee Roll,1995,2.307692308
Top Back,2007,12.44444444
Top Of The World,1991,-5
Torn,2006,24.19708029
Torn,1998,0.153846154
Torture,1984,2.666666667
Total Eclipse Of The Heart,1983,1.971014493
Total Eclipse Of The Heart,2010,1.416666667
Total Eclipse Of The Heart,1995,1.636363636
Touch And Go,1980,1.6
Touch It,2006,1.070422535
Touch It,1998,14.11764706
Touch Me (All Night Long),1991,16.14893617
Touch Me (I Want Your Body),1987,11.23188406
Touch Me Tease Me,1996,16.71428571
Touch Me When We're Dancing,1981,4.395348837
Touch My Body,2008,37.70689655
Touch Myself,1996,1.2
Touch Of Grey,1987,0
Touch The Sky,2006,4.125
Touchin On My,2010,-11.10576923
Touchin Lovin,2014,1.590361446
Tough All Over,1985,0
Tough Little Boys,2003,1.285714286
Toxic,2004,3.906976744
Toxic,2010,4.894736842
Toy Soldiers,1989,1.515151515
Trade It All,2002,3.6
Trading Places,2008,6.842105263
Tragedy,1985,4.375
Train In Vain,1980,6.819672131
Train Train,1980,2.545454545
Trap Queen,2015,10.00925926
Trapped In The Closet,2005,5.173913043
Travelin' Soldier,2003,0
Treasure,2013,11.69230769
Treat Her Like A Lady,1985,0.323076923
Treat Me Right,1981,17.76
Tremor Christ/Spin The Black Circle,1994,0.666666667
Tres Delinquentes,1996,0.931034483
Trippin',1999,27.27272727
Trophies,2014,2.428571429
Trouble,1982,0.352941176
Trouble,1988,2.5
Trouble Me,1989,18.08510638
Troublemaker,2013,3.906976744
TRUE,2005,7.578947368
TRUE,1983,0.735294118
True Blue,1986,2.666666667
True Blue Love,1990,2.086956522
True Colors,1986,1.26
True Faith,1987,4.75
True Love,1988,8.857142857
Truffle Butter,2015,3.346153846
Truly,1982,3.096774194
Truly Madly Deeply,1998,2.075471698
Trumpets,2014,3.657142857
Truth Is,2005,5.904761905
Truth It,2005,3.837209302
Try,2013,0
Try,2012,0
Try Again,2000,0.947368421
Try Again,1983,-7
Try Me,2014,6.444444444
Try Sleeping With A Broken Heart,2010,3.413793103
Tryin' To Live My Life Without You,1981,2.857142857
Tubthumping,1997,4.761904762
Tucker's Town,1996,1.655172414
Tuesday,2014,0.72
Tuff Enuff,1986,2.315789474
Tulsa Time/Cocaine,1980,2.333333333
Tunnel Of Love,1988,1.473684211
Turn And Walk Away,1980,-12.13793103
Turn Down For What,2014,NaN
Turn It Up,2006,7.832061069
Turn It Up/Fire It Up,1998,-23.01694915
Turn Me Loose,1981,22.01052632
Turn Me On,2012,12.45283019
Turn Me On,2004,31.13207547
Turn My Swag On,2009,6
Turn Off The Light,2001,12.04819277
Turn On The Lights,2012,0
Turn The Beat Around,1994,0.396226415
Turn To You,1984,0.5625
Turn Up The Music,2012,4.113924051
Turn Up The Radio,1985,0
Turn Your Love Around,1982,4.5
Turn it Up,2005,7.832061069
Turned Away,1989,4.897959184
Turnin Me On,2009,20.01526718
Turning Japanese,1980,1.444444444
Turtle Power,1990,0
Twilight,1981,3.774193548
Twilight World,1988,0
Twilight Zone,1992,-4.56
Twilight Zone,1983,1.178571429
Twilight Zone/Twilight Tone,1980,0.2
Twist And Shout,1986,1.294117647
Twist Of Fate,1984,2
Twisted,1996,22.5
Two Black Cadillacs,2013,0
Two Hearts,1989,0.366666667
Two Hearts,1981,9.523809524
Two Is Better Than One,2010,5.377777778
Two Less Lonely People In The World,1983,4.304347826
Two Occasions,1988,4.545454545
Two Of Hearts,1986,1.333333333
Two People,1987,-1.7
Two Places At The Same Time,1980,3.80952381
Two Princes,1993,6.709677419
Two Sides Of Love,1984,-3.548387097
Two Steps Behind,1993,0.421052632
Two Teardrops,1999,1.904761905
Two To Make It Right,1990,4.058252427
Two Tribes,1984,0
Two Wrongs,2002,12.94117647
Two is Better Than One,2010,5.377777778
Type Of Way,2013,3.048387097
Typical Male,1986,7.853658537
U + Ur Hand,2007,5.28
U Already Know,2005,1.253731343
U And Dat,2006,7.806122449
U Can't Touch This,1990,3.6
U Don't Have To Call,2002,2.29787234
U Don't Know Me,2005,36.37096774
U Got It Bad,2001,3.889908257
U Got The Look,1987,-1.610169492
U Know What's Up,1999,3.038961039
U Make Me Wanna,2004,7.11627907
U Remind Me,2001,2.444444444
U Send Me Swingin',1994,13.6
U Should've Known Better,2004,2.5375
U Smile,2010,2.434782609
U Will Know,1994,2.254237288
U.N.I.T.Y.,1994,6.358695652
U.O.E.N.O.,2013,4.033333333
UP!,2012,4.338983051
UP!,2012,4.338983051
Ugly,2001,3.037974684
Uh Huh,2002,9.945578231
Uhh Ahh,1992,0
Uma Thurman,2015,1.5
Umbrella,2007,14.8
Un-Break My Heart,1996,15.36585366
Un-Thinkable (I'm Ready),2010,1.773195876
Unappreciated,2006,3.636363636
Unbelievable,1999,3.047619048
Unbelievable,1991,3.815384615
Unbreakable,2005,-21
Unbroken,2002,6.857142857
Unchained Melody,1990,1.263157895
Unchained Melody (new version),1990,1.263157895
Unconditional,2000,6.035714286
Unconditional Love,1983,2.894736842
Unconditionally,2013,0.744186047
Under Pressure,1982,-1.5
Under Pressure,2005,-1.5
Under The Bridge,1992,3.692307692
Under The Gun,1980,3.75
Under The Milky Way,1988,0
Undercover Of The Night,1983,0
Underneath It All,2002,3.78
Underneath Your Clothes,2002,2.2
Understanding,1985,5.090909091
Understanding,1994,-21.59340659
Undo It,2010,11.04
Unfaithful,2006,0.457142857
Unforgettable,1991,0
Union Of The Snake,1983,1.363636364
Unpredictable,2006,0.62195122
Unpretty,1999,3.831460674
Unskinny Bop,1990,3.487179487
Until I Find You Again,1997,2.896551724
Until It Sleeps,1996,12.02531646
Until The End Of Time,1995,1.333333333
Until The End Of Time,2007,5.866666667
Until Your Love Comes Back Around,1992,3.696428571
Untitled (How Can This Happen To Me?),2005,1.086956522
Untitled (How Does It Feel),2000,6.620689655
Untouchable,2009,1.302325581
Untouched,2009,3.759259259
Unwell,2003,8.326530612
Unwritten,2006,1.227272727
Up All Night,2010,-8.015873016
Up All Night,1990,2.692307692
Up Jumps Da Boogie,1997,21.96875
Up Where We Belong,1982,-27.87096774
Uprising,2009,-21.61764706
Upside Down,1980,17.71014493
Upside Down,2006,0.315789474
Uptown Funk!,2015,0.578313253
Uptown Girl,1983,0.272727273
Urgent,1981,0.653061224
Us And Love,1980,-28
Use Somebody,2009,0.307692308
Use Your Heart,1996,0.369230769
Used To Be,1982,-6.838709677
Va Va Voom,2012,3.796875
Vacation,1982,0.37037037
Valentine,1997,8.3125
Valerie,1987,2.117647059
Valley Girl,1982,6.192307692
Valotte,1985,-5.529411765
Velcro Fly,1986,0
Venus,1986,0
Venus,2013,3.413793103
Veronica,1989,0.465116279
Vertigo,2004,2.0625
Very Special,1993,3.948051948
Vibeology,1992,14.11428571
Victim Of Love,1987,-1.5
Victory,1987,0
Victory,1998,11.27731092
Video,2001,5.568965517
Vienna Calling,1986,0
Violet Hill,2008,6.352941176
Vision Of Love,1990,6.138888889
Visions Of A Sunset,1996,8.166666667
Viva La Vida,2008,5.055555556
Vivrant Thing,1999,6.171428571
Vogue,1990,-1.594202899
Voices,1980,1.633802817
Voices Carry,1985,0.833333333
Voices Of Babylon,1989,-17.36842105
Voices That Care,1991,-3.157894737
Vox Humana,1985,5.675675676
Voyeur,1982,0
Wadsyaname,2007,0.385135135
Wagon Wheel,2013,6.066666667
Wait,1988,0.465517241
Wait (The Whisper Song),2005,8.441176471
Wait A Minute,2001,0.444444444
Wait A Minute,2007,11.92592593
Wait For Me,1980,9.107692308
Wait For You,2007,9.391304348
Waitin' On A Woman,2008,0.519230769
Waiting For A Girl Like You,1981,3.888888889
Waiting For A Star To Fall,1988,5.12195122
Waiting For Love,1991,4.5
Waiting For That Day,1991,2.153846154
Waiting For The End,2011,0.2
Waiting For Tonight,1999,16.20454545
Waiting On A Friend,1982,0
Waiting On The World To Change,2007,-17.18918919
Waka Waka (This Time For Africa),2010,0
Wake Me Up Before You Go-Go,1984,23.3255814
Wake Me Up When September Ends,2005,11.76190476
Wake Me Up!,2013,2.857142857
Wake Up,2005,3.52173913
Wake Up (Next To You),1985,1.486486486
Wake Up Call,2007,9.43902439
Wake Up Little Susie,1982,-13.5
Wake Up Little Suzie,1982,-13.5
Waking Up In Vegas,2009,5
Walk Away,1980,6.885245902
Walk Away,2006,2.113207547
Walk Away (Remember Me),2007,6.46
Walk It Out,2007,0
Walk Like A Man,1986,1
Walk Like An Egyptian,1986,0
Walk Of Life,1986,0.307692308
Walk On The Ocean,1993,-3.666666667
Walk On Water,1988,-1.758064516
Walk The Dinosaur,1989,-1.84
Walk This Way,1986,-1.5
Walk Through Fire,1991,2.953846154
Walk it Out,2006,0
Walked Outta Heaven,2003,5.736263736
Walking Away,2002,7.35483871
Walking Away,1989,5.419354839
Walking Down Your Street,1987,3.684210526
Walking In Memphis,1991,4.543478261
Walking On A Thin Line,1984,6.25
Walking On Air,2013,0.642857143
Walking On Broken Glass,1992,6.078947368
